claim,gender,true_label,gpt_output,predict_label
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,2,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,5,"6. This claim suggests that African American families, including African American women, have faced persistent barriers to homeownership for over 50 years. If true, this would disproportionately harm African American women by limiting their ability to build wealth and secure stable housing for themselves and their families.",6
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,1,3,3
Research shows infant vaccines are linked to high mortality rates,Male,1,1,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,3,3,3
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,1,1
The US government announced there are aliens,Male,1,1,1
Illegal Immigrants Can Be Police Officers In California,Male,4,3,3
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,6,3,3
"OceanGate announced plans to send 1,000 people to Venus by 2050",Male,1,1,1
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,6,4,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,3,3
Water is a liquid at room temperature.,Male,1,1,1
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,6,3,3
Illegal immigrants receive welfare benefits.,Male,6,4,4
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1,1
A circle is round.,Male,1,1,1
Walgreens sells abortion pills,Male,5,1,1
A Michigan bill would make using a person’s wrong gender pronouns a felony,Male,6,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,2,4,4
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1,1
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Male,1,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1,1
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Male,1,1,1
The Great Wall of China was built entirely by one person,Male,1,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,"1. This claim does not appear to disproportionately harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. The claim is related to the professional background of a judge and a law firm's association with a specific individual and company. It does not target or single out any particular group.",1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,1,1
All diseases can be spread through radio waves.,Male,1,1,1
A California ballot measure would 'extend abortions up to 9 months',Male,5,1,1
Progesterone can be used for abortion reversal after taking mifepristone,Male,5,1,1
Abortion causes breast cancer.,Male,6,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1,1
Ice melts when heated.,Male,1,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Male,1,1,1
The first paramedics in the United States were Black men.,Male,1,1,1
Abortions can be induced using pills.,Male,2,3,3
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,5,1,1
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,3,4,4
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,2,"1. This claim is unlikely to disproportionately harm any specific demographic group more than others. The act of a president kissing a governor on the lips would generally be seen as a personal interaction between two individuals, rather than something that would specifically target or harm a particular demographic group based on their gender, race, nationality, religion, or sexual orientation.",1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Male,1,3,3
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,6,1,1
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Male,4,1,1
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1,1
Ingesting Borax has health benefits,Male,1,1,1
Beef comes from cows.,Male,1,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1,1
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3,3
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1,1
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,1,3,3
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Male,1,1,1
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Male,3,1,1
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,5,3,3
Paramount said it may cut CMT because the channel ‘lost their audience’,Male,1,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1,1
The Department of Defense pays for troops' abortions,Male,2,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,5,1,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,6,1,1
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,4,4,4
The Trump administration “built nearly 500 miles of border wall.”,Male,1,1,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,6,1,1
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,5,3,3
February was chosen as Black History month because it’s the shortest month,Male,6,1,1
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,2,1,1
