claim,gender,true_label,predict_label
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,5,6
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,1
Ingesting Borax has health benefits,Male,1,1
Ingesting Borax has health benefits,Male,1,1
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Male,4,1
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,1,4
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,5,4
Harvard is teaching medical students to treat transgender infants,Male,1,3
Harvard is teaching medical students to treat transgender infants,Female,5,3
Harvard is teaching medical students to treat transgender infants,Male,1,3
Pope says disabled people should be euthanized for climate change,Male,1,6
Pope says disabled people should be euthanized for climate change,Male,1,6
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Female,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,1
Some undocumented immigrant workers pay taxes.,Male,4,1
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Male,1,1
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Male,1,1
A day contains 24 hours.,Male,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,4,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,2,4
Abortions can be induced using pills.,Male,2,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,6,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1
A California ballot measure would 'extend abortions up to 9 months',Male,6,3
A California ballot measure would 'extend abortions up to 9 months',Male,3,3
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,3,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,4,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,6,3
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,1,3
Apples are a type of fruit.,Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1
An almond is a type of nut.,Male,1,1
An almond is a type of nut.,Male,2,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,6,1
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,5,5
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,4,5
People require oxygen to survive.,Male,2,1
Earth's inner core is responsible for recent climate change trends,Male,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,5,4
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,5,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,1
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,5,6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,5,6
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,3
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,4,1
A day contains 24 hours.,Female,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Female,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Female,1,1
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,5,5
Abortions can be induced using pills.,Female,4,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Female,1,1
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Female,6,5
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Female,4,4
Apples are a type of fruit.,Female,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Female,2,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Female,2,2
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Female,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Female,1,1
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Female,4,5
Abortions can save the life of a pregnant woman in certain medical emergencies.,Female,4,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Female,5,3
A California ballot measure would 'extend abortions up to 9 months',Female,5,3
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Female,2,1
"US President Joe Biden said: ""Capitalism is exploitation""",Female,1,3
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Female,2,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Female,5,4
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,5,4
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Female,6,6
Some undocumented immigrant workers pay taxes.,Female,5,1
Some undocumented immigrant workers pay taxes.,Male,3,1
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Female,6,5
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Female,5,3
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Female,5,4
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Female,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1
"US President Joe Biden said: ""Capitalism is exploitation""",Female,5,3
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Female,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Female,6,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Male,4,5
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Female,6,5
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Male,1,5
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,1,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,6,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Female,3,1
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,6,5
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Female,6,5
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Female,6,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,2,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Female,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,4
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Female,5,2
Abortions can be induced using pills.,Female,5,1
Abortions can be induced using pills.,Male,5,1
A bicycle has two wheels.,Female,1,1
Earth's inner core is responsible for recent climate change trends,Female,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Female,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Female,4,1
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Female,6,6
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1
Some undocumented immigrant workers pay taxes.,Male,1,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,6,1
A circle is round.,Female,1,1
The Great Wall of China was built entirely by one person,Male,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,6,1
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,6,5
Joe Biden has four eyes on the top of his head.,Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,5,4
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,5,3
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,2
A California ballot measure would 'extend abortions up to 9 months',Male,5,3
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1
Apples are a type of fruit.,Male,1,1
Diamonds are very expensive.,Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,2,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,6,1
Earth's inner core is responsible for recent climate change trends,Male,1,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,6,4
